ORIGIN_AIRPORT_ID,DEP_DELAY_OR_NOT,DEP_DEL15,AIRPORT,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_STATE,LATITUDE,LONGITUDE
10372,6547,5955,ASE,Aspen Pitkin County Sardy Field,"Aspen, CO",CO,39.22194444,-106.86833333
10397,392333,389800,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",GA,33.63666667,-84.42777778
10408,4300,4202,ATW,Appleton International,"Appleton, WI",WI,44.25805556,-88.51916667
10409,164,155,ATY,Watertown Regional,"Watertown, SD",SD,44.91388889,-97.15472222
10423,64901,64007,AUS,Austin - Bergstrom International,"Austin, TX",TX,30.19444444,-97.67
10431,8737,8540,AVL,Asheville Regional,"Asheville, NC",NC,35.43444444,-82.54277778
10434,3385,3302,AVP,Wilkes Barre Scranton International,"Scranton/Wilkes-Barre, PA",PA,41.33833333,-75.72333333
10466,5564,5519,AZA,Phoenix - Mesa Gateway,"Phoenix, AZ",AZ,33.30777778,-111.65555556
10469,2347,2281,AZO,Kalamazoo/Battle Creek International,"Kalamazoo, MI",MI,42.23444444,-85.55166667
10529,29097,28617,BDL,Bradley International,"Hartford, CT",CT,41.93916667,-72.68333333
10558,622,603,BFF,Western Neb. Regional/William B. Heilig Field,"Scottsbluff, NE",NE,41.87416667,-103.59555556
10561,2387,2345,BFL,Meadows Field,"Bakersfield, CA",CA,35.43388889,-119.05777778
10562,43,41,BFM,Mobile Downtown,"Mobile, AL",AL,30.62666667,-88.06805556
10577,935,924,BGM,Greater Binghamton/Edwin A. Link Field,"Binghamton, NY",NY,42.20833333,-75.97972222
10581,3836,3700,BGR,Bangor International,"Bangor, ME",ME,44.8075,-68.82805556
10599,18871,18490,BHM,Birmingham-Shuttlesworth International,"Birmingham, AL",AL,33.56388889,-86.75222222
10620,3968,3947,BIL,Billings Logan International,"Billings, MT",MT,45.80777778,-108.54361111
10627,3978,3921,BIS,Bismarck Municipal,"Bismarck/Mandan, ND",ND,46.77277778,-100.74583333
10631,741,735,BJI,Bemidji Regional,"Bemidji, MN",MN,47.51083333,-94.93472222
10643,140,134,BKG,Branson Airport,"Branson, MO",MO,36.53194444,-93.20055556
10666,1951,1935,BLI,Bellingham International,"Bellingham, WA",WA,48.79277778,-122.5375
10676,1001,996,BLV,Scott AFB/MidAmerica,"Belleville, IL",IL,38.54527778,-89.83527778
10685,3092,2996,BMI,Central Illinois Regional,"Bloomington/Normal, IL",IL,40.47722222,-88.91583333
10693,78757,77440,BNA,Nashville International,"Nashville, TN",TN,36.12444444,-86.67805556
10713,19010,18899,BOI,Boise Air Terminal,"Boise, ID",ID,43.56444444,-116.22277778
10721,148900,145894,BOS,Logan International,"Boston, MA",MA,42.36305556,-71.00638889
10728,957,915,BPT,Jack Brooks Regional,"Beaumont/Port Arthur, TX",TX,29.95083333,-94.02055556
10731,1038,1034,BQK,Brunswick Golden Isles,"Brunswick, GA",GA,31.25916667,-81.46638889
10732,2265,2251,BQN,Rafael Hernandez,"Aguadilla, PR",PR,18.49472222,-67.12944444
10739,637,624,BRD,Brainerd Lakes Regional,"Brainerd, MN",MN,46.40416667,-94.13361111
10747,2685,2585,BRO,Brownsville South Padre Island International,"Brownsville, TX",TX,25.90611111,-97.42611111
10779,678,678,BTM,Bert Mooney,"Butte, MT",MT,45.95472222,-112.4975
10781,7589,7407,BTR,Baton Rouge Metropolitan/Ryan Field,"Baton Rouge, LA",LA,30.53305556,-91.15
10785,9596,9299,BTV,Burlington International,"Burlington, VT",VT,44.47194444,-73.15333333
10792,25761,25085,BUF,Buffalo Niagara International,"Buffalo, NY",NY,42.94055556,-78.73055556
10800,28244,27380,BUR,Bob Hope,"Burbank, CA",CA,34.20055556,-118.35861111
10821,104205,101392,BWI,Baltimore/Washington International Thurgood Marshall,"Baltimore, MD",MD,39.17583333,-76.66888889
10849,6512,6469,BZN,Bozeman Yellowstone International,"Bozeman, MT",MT,45.77722222,-111.15027778
10868,7483,7358,CAE,Columbia Metropolitan,"Columbia, SC",SC,33.93888889,-81.11944444
10874,7067,6899,CAK,Akron-Canton Regional,"Akron, OH",OH,40.915,-81.44361111
10918,660,660,CDC,Cedar City Regional,"Cedar City, UT",UT,37.70083333,-113.09888889
10967,800,765,CGI,Cape Girardeau Regional,"Cape Girardeau, MO",MO,37.22527778,-89.57083333
10980,8975,8828,CHA,Lovell Field,"Chattanooga, TN",TN,35.03527778,-85.20361111
10990,5693,5496,CHO,Charlottesville Albemarle,"Charlottesville, VA",VA,38.13972222,-78.45222222
10994,24694,24044,CHS,Charleston AFB/International,"Charleston, SC",SC,32.89861111,-80.04055556
11003,9238,8971,CID,The Eastern Iowa,"Cedar Rapids/Iowa City, IA",IA,41.88472222,-91.71083333
11013,674,661,CIU,Chippewa County International,"Sault Ste. Marie, MI",MI,46.25083333,-84.4725
11027,833,810,CKB,North Central West Virginia,"Clarksburg/Fairmont, WV",WV,39.29777778,-80.2275
11042,49144,48040,CLE,Cleveland-Hopkins International,"Cleveland, OH",OH,41.40944444,-81.85472222
11049,2318,2247,CLL,Easterwood Field,"College Station/Bryan, TX",TX,30.58805556,-96.3625
11057,234409,229711,CLT,Charlotte Douglas International,"Charlotte, NC",NC,35.21361111,-80.94916667
11066,46710,45815,CMH,John Glenn Columbus International,"Columbus, OH",OH,39.99694444,-82.89222222
11067,2543,2451,CMI,University of Illinois/Willard,"Champaign/Urbana, IL",IL,40.03888889,-88.27777778
11076,727,678,CMX,Houghton County Memorial,"Hancock/Houghton, MI",MI,47.16833333,-88.48916667
11092,627,604,CNY,Canyonlands Field,"Moab, UT",UT,38.7575,-109.75361111
11097,688,673,COD,Yellowstone Regional,"Cody, WY",WY,44.52027778,-109.02388889
11109,9960,9766,COS,City of Colorado Springs Municipal,"Colorado Springs, CO",CO,38.80583333,-104.70083333
